Number_ID,Breed,Owner,AGE,SEX,kg,BCS,AIRg,DI,SI,EMS,Sg,TBFM ,%BF,Leptin,Adiponectin,NEFA,TG,Fat area,MATSUDA,SIisOGTT,AVIGNON,O_AUCg,O_AUCi,O_peak insulin,O_time peak i,O_peak glucose,O_time peak glu,O_overall mean insulin,O_overall mean glucose,time,time2,insulin,glucose,F_0g,F_0i,Tmin,Gb,Gmin,Ge,dGb,HAUC,Ttmax,Max F insulin,Baseline F insulin,Baseline F glu,Max F glu
40,A,MSUA,2,g,428,4,63.2,81.5,1.29,n,1.091,75.6,17.66980619,1.826,2.858,0.4,18.82046,0.003667,34.89,0.28,2.48,20351,3170,31.1,90,137,75,15.79,109.58,1.25,1.5635,27.1,137,81.75,3.2,240,81.75,66.4,66.4,18.77675841,20.23,n,108.175,3.2,81.75,333
40,A,MSUA,2,g,428,4,63.2,81.5,1.29,n,1.091,75.6,17.66980619,1.826,2.858,0.4,18.82046,0.003667,34.89,0.28,2.48,20351,3170,31.1,90,137,75,15.79,109.58,1.5,2.25,31.1,135,81.75,3.2,240,81.75,66.4,66.4,18.77675841,20.23,n,108.175,3.2,81.75,333
40,A,MSUA,2,g,428,4,63.2,81.5,1.29,n,1.091,75.6,17.66980619,1.826,2.858,0.4,18.82046,0.003667,34.89,0.28,2.48,20351,3170,31.1,90,137,75,15.79,109.58,2,4,28.4,120,81.75,3.2,240,81.75,66.4,66.4,18.77675841,20.23,n,108.175,3.2,81.75,333
40,A,MSUA,2,g,428,4,63.2,81.5,1.29,n,1.091,75.6,17.66980619,1.826,2.858,0.4,18.82046,0.003667,34.89,0.28,2.48,20351,3170,31.1,90,137,75,15.79,109.58,2.5,6.25,9.3,102.5,81.75,3.2,240,81.75,66.4,66.4,18.77675841,20.23,n,108.175,3.2,81.75,333
40,A,MSUA,2,g,428,4,63.2,81.5,1.29,n,1.091,75.6,17.66980619,1.826,2.858,0.4,18.82046,0.003667,34.89,0.28,2.48,20351,3170,31.1,90,137,75,15.79,109.58,3,9,7.9,79.8,81.75,3.2,240,81.75,66.4,66.4,18.77675841,20.23,n,108.175,3.2,81.75,333
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,0,0,0.7,82.6,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,0.25,0.0625,6,93.5,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,0.5,0.25,7.9,105,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,1,1,10.8,119.5,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,1.25,1.5635,7.7,121.5,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,1.5,2.25,4.9,118.5,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,2,4,8.7,118.5,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,2.5,6.25,3.7,98.6,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
41,A,MSUA,2,g,365,4,114.2,278.1,2.412,n,1.279,9.8,2.694466597,0.5,9.455,0.701,9.077907,0.004072,53.93,0.32,3.08,19326,1139,10.82,60,121.5,75,5.79,104.57,3,9,1.7,83.4,75.3,3.2,240,75.3,71.05,71.05,5.644090305,2.925,n,336.055,3.2,75.3,298
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,0,0,15.8,101.5,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,0.25,0.0625,12,106,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,0.5,0.25,12.8,107.5,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,1,1,13.1,116.5,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,1.25,1.5635,18.3,124,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,1.5,2.25,22,130,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,2,4,25.6,136,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,2.5,6.25,28.4,140,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
42,T,MSUTB,20,m,588.2,7.5,186.85,694.99,3.719,n,1.416,270,45.90562949,1.278,5.807,0.609,25.15565,0.007858,5.16,0.27,0.21,22511,3637,28.36,150,140,150,19.14,122.06,3,9,24.4,137,101,7.8,240,101,87.85,87.85,13.01980198,n,n,179.534,7.8,101,279.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,0,0,7.3,95.15,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,0.25,0.0625,4.8,96.35,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,0.5,0.25,6.5,103,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,1,1,9.2,123,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,1.25,1.5635,17.8,139.5,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,1.5,2.25,32.5,146,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,2,4,30.5,163,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,2.5,6.25,19.1,161,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
43,T,MSUTB,12,m,507.7,5,122.35,528.57,4.32,n,1.1,32.6,6.421869295,2.962,9.711,0.654,10.0875,0.005029,8.09,0.27,0.26,24546,3323,32.49,90,163,120,16.83,130.44,3,9,23.8,147,95.85,4.6,240,95.85,75.05,75.05,21.70057381,33.53,n,283.559,4.6,95.85,410.5
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,0,0,9.2,93.05,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,0.25,0.0625,13.1,97.55,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,0.5,0.25,19.7,113.5,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,1,1,21.9,140,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,1.25,1.5635,30.3,148,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,1.5,2.25,35.3,152,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,2,4,36.2,149.5,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,2.5,6.25,29.4,148,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
44,T,MSUTB,23,m,541.8,5,220.4,309.83,1.407,n,1.316,119.3,22.0212742,0.985,5.478,0.714,10.95406,0.00364,5.91,0.26,0.21,24672,4898,36.23,120,152,90,25.24,132.34,3,9,32,149.5,85.3,7.9,240,85.3,78.25,78.25,8.264947245,5.625,n,160.5385,7.9,85.3,358
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,0,0,9,92.2,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,0.25,0.0625,16.5,95.35,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,0.5,0.25,20.9,112.5,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,1,1,30.8,131,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,1.25,1.5635,30.3,137,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,1.5,2.25,41.5,144,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,2,4,38.5,141.5,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,2.5,6.25,27.4,123.5,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
45,T,MSUTB,11,m,572.7,5,234.1,201.2,0.859,y,1.689,572.7,100,0.941,5.381,0.513,11.22329,0.00506,6.17,0.26,0.2,22421,5190,41.53,90,144,90,26.43,120.23,3,9,23.1,105,88.35,13.4,240,88.35,81.15,81.15,8.149405772,8.5,n,272.608,13.4,88.35,384
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,0,0,4.7,99.6,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,0.25,0.0625,3.6,99.75,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,0.5,0.25,4.7,99.15,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,1,1,9.5,116,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,1.25,1.5635,17,129.5,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,1.5,2.25,17.9,137,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,2,4,23.7,145,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,2.5,6.25,30.9,141,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
46,T,MSUTB,14,m,535,5,190.5,302.86,1.589,n,1.432,105.9,19.78875232,1.514,2.096,0.219,13.49487,0.01067,11.08,0.27,0.36,22722,2937,30.86,150,145,120,14.16,122.5,3,9,15.5,135.5,98.65,4.9,210,98.65,84.15,90.55,14.69842879,34.33,n,190.779,4.9,98.65,439.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,0,0,3.3,102,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,0.25,0.0625,4.6,100.5,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,0.5,0.25,7.6,120.5,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,1,1,8.5,136.5,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,1.25,1.5635,8.9,140,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,1.5,2.25,16,146.5,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,2,4,21.4,151.5,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,2.5,6.25,14.9,143,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
47,T,MSUTB,15,g,518.2,4.5,173.55,713.19,4.109,n,1.357,86.7,16.72695564,1.007,2.257,0.488,13.67155,0.005431,14.94,0.28,0.46,24086,2172,21.35,120,151.5,120,10.44,128.94,3,9,8.9,120,102.5,3.7,240,102.5,86.15,86.15,15.95121951,24.23,n,199.9985,3.7,102.5,401.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,0,0,2.3,94.6,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,0.25,0.0625,2.2,93.65,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,0.5,0.25,2,97.35,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,1,1,4.4,118.5,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,1.25,1.5635,4.6,119.5,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,1.5,2.25,2.6,116,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,2,4,4.7,114.5,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,2.5,6.25,4.8,111.5,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
48,QH,UCONN,2,m,389.5,5.5,131.7,423.2,3.214,n,1.7222,n,n,2.406,7.609,0.349,13.21723,0.012899,32.36,0.33,2.11,20013,719.3,7.51,180,124,180,3.92,109.96,3,9,7.5,124,90.65,1.8,210,90.65,78.15,85.7,13.7892995,25.55,n,620,1.8,90.65,383.5
49,QH,UCONN,6,g,416.4,5.5,85.65,473.91,5.533,n,1.496,57.6,13.84263337,1.233,3.539,0.466,0.597341,0.004728,27.14,0.31,1.28,21106,1229,10.54,90,136,90,6.32,113.71,0,0,2,94.6,91.15,3.2,240,91.15,79.65,79.65,12.6165661,20.18,n,125.8805,3.2,91.15,421.5
49,QH,UCONN,6,g,416.4,5.5,85.65,473.91,5.533,n,1.496,57.6,13.84263337,1.233,3.539,0.466,0.597341,0.004728,27.14,0.31,1.28,21106,1229,10.54,90,136,90,6.32,113.71,0.25,0.0625,6.4,91.25,91.15,3.2,240,91.15,79.65,79.65,12.6165661,20.18,n,125.8805,3.2,91.15,421.5
49,QH,UCONN,6,g,416.4,5.5,85.65,473.91,5.533,n,1.496,57.6,13.84263337,1.233,3.539,0.466,0.597341,0.004728,27.14,0.31,1.28,21106,1229,10.54,90,136,90,6.32,113.71,0.5,0.25,6.4,111,91.15,3.2,240,91.15,79.65,79.65,12.6165661,20.18,n,125.8805,3.2,91.15,421.5
49,QH,UCONN,6,g,416.4,5.5,85.65,473.91,5.533,n,1.496,57.6,13.84263337,1.233,3.539,0.466,0.597341,0.004728,27.14,0.31,1.28,21106,1229,10.54,90,136,90,6.32,113.71,1,1,6,117,91.15,3.2,240,91.15,79.65,79.65,12.6165661,20.18,n,125.8805,3.2,91.15,421.5
49,QH,UCONN,6,g,416.4,5.5,85.65,473.91,5.533,n,1.496,57.6,13.84263337,1.233,3.539,0.466,0.597341,0.004728,27.14,0.31,1.28,21106,1229,10.54,90,136,90,6.32,113.71,1.25,1.5635,6.5,123.5,91.15,3.2,240,91.15,79.65,79.65,12.6165661,20.18,n,125.8805,3.2,91.15,421.5
