"response","var","term","solution","std error","z ratio","pval"
"glucose","TBFM","TBFM_98.8:pol(time, 2)_order1",4.39228035450944,18.1006614464912,0.242658555185611,0.808269916080886
"glucose","TBFM","TBFM_98.8:pol(time, 2)_order2",21.9164029320967,18.2448407300623,1.2012383805568,0.229658745280783
"glucose","TBFM","TBFM_n:pol(time, 2)_order1",-1.88761086889695,14.4310518505827,-0.130802029432161,0.895931917536764
"glucose","TBFM","TBFM_n:pol(time, 2)_order2",12.9706976094376,14.5837007679334,0.889396855834948,0.373789834151002
"glucose","TBFM","TBFM_10.7",-12.0465326840739,18.3137521482316,-0.657786159087946,0.510675549423287
"glucose","TBFM","TBFM_105.9",15.7517730331038,19.3118430220137,0.815653535250273,0.414698321135315
"glucose","TBFM","TBFM_115.9",-1.46564229547653,19.0073728208258,-0.0771091465029124,0.938536716809673
"glucose","TBFM","TBFM_116.9",6.44197606668819,18.4128030453595,0.349863953403431,0.726440800423493
"glucose","TBFM","TBFM_119.1",1.51327127562152,19.0073728208258,0.0796149625667086,0.936543494586234
"glucose","TBFM","TBFM_119.3",26.9576232628116,19.3118430220137,1.39591147422245,0.162741154933784
"glucose","TBFM","TBFM_120.7",-11.4970373074777,19.0073728208257,-0.604872510044144,0.545263709971678
"glucose","TBFM","TBFM_127.7",-0.454373980702864,19.0073728208258,-0.0239051438084605,0.980928271290739
"glucose","TBFM","TBFM_130.9",-14.0827537755041,17.1110092307153,-0.823022978108428,0.410494926599812
"glucose","TBFM","TBFM_138.3",-19.1271528625494,18.6343266717398,-1.02644722288555,0.304680828650058
"glucose","TBFM","TBFM_138.6",-8.64343979490315,16.8473679943858,-0.513043924593056,0.607920595367029
"glucose","TBFM","TBFM_143.6",-18.8836380075382,19.3118430220136,-0.97782681777253,0.328159984918088
"glucose","TBFM","TBFM_15.8",-19.4951867568872,19.0073728208258,-1.0256644587687,0.305049772605205
"glucose","TBFM","TBFM_150.4",-5.20038623185677,18.4128030453594,-0.282433164523933,0.777611388039478
"glucose","TBFM","TBFM_153.3",-8.63519272208203,19.3118430220136,-0.447144931337664,0.654770419270295
"glucose","TBFM","TBFM_156.3",-0.957552265966919,19.3118365047688,-0.0495836978389116,0.960454137891383
"glucose","TBFM","TBFM_157.5",9.28306968584518,19.3118430220136,0.480693099838445,0.630734635967469
"glucose","TBFM","TBFM_17.2",-7.26564951114121,19.311838818032,-0.376227741936054,0.706747592859302
"glucose","TBFM","TBFM_190.7",-10.4758483355794,18.570389187619,-0.564115712909438,0.572675385139388
"glucose","TBFM","TBFM_25.3",-20.2208093048467,19.0073728208257,-1.06384030530992,0.287401049106277
"glucose","TBFM","TBFM_270",14.3440141036211,19.3118430220136,0.74275738919741,0.457628577597497
"glucose","TBFM","TBFM_289.7",-0.132878698873269,18.4128030453595,-0.00721664694647121,0.994241998800133
"glucose","TBFM","TBFM_3.1",29.0256651130773,17.7608651516468,1.63424838065312,0.10220670758423
"glucose","TBFM","TBFM_3.8",-7.84929434823513,19.0073728208258,-0.412960508652459,0.679635547637098
"glucose","TBFM","TBFM_30.1",2.31254994547367,19.0073728208257,0.121665943382764,0.903163586056798
"glucose","TBFM","TBFM_304.9",4.64476098658967,18.6343266717398,0.249258321398528,0.803160968696346
"glucose","TBFM","TBFM_32.6",19.4800029336899,17.1110092307153,1.13844850826929,0.254933248452967
"glucose","TBFM","TBFM_346",20.7631177862311,18.4128030453595,1.12764567866618,0.2594695873183
"glucose","TBFM","TBFM_35.7",0.458774929106174,19.0073728208256,0.0241366828246517,0.980743583175512
"glucose","TBFM","TBFM_37.9",19.3157120252427,18.4128030453594,1.04903701938586,0.294161080684643
"glucose","TBFM","TBFM_39.3",0.631422898172741,18.4128030453595,0.0342926004594328,0.972643825378885
"glucose","TBFM","TBFM_39.5",12.5563854154537,18.4128030453595,0.681937746497445,0.495278316081736
"glucose","TBFM","TBFM_4.3",15.4341778465601,17.5673497624915,0.878571785455882,0.379633499428463
"glucose","TBFM","TBFM_43.9",11.781248188002,18.4128030453595,0.639840015611917,0.522276614485059
"glucose","TBFM","TBFM_45.3",-9.49030473253499,19.3118430220136,-0.491424082192309,0.623126534893136
"glucose","TBFM","TBFM_48.9",-6.95738475955932,17.7608651516468,-0.391725555042245,0.695261005868305
"glucose","TBFM","TBFM_49.1",-18.1911120394714,19.0073728208257,-0.957055570538403,0.338539207191417
"glucose","TBFM","TBFM_53.2",-7.07466660630472,18.4127974354856,-0.3842255165785,0.700811307626988
"glucose","TBFM","TBFM_55.6",-0.542155026652304,17.3526036148417,-0.031243439813758,0.975075396847928
"glucose","TBFM","TBFM_57.6",11.9161450481762,17.115265605131,0.696229046226654,0.486285400082791
"glucose","TBFM","TBFM_572.7",13.1875492162558,19.3118430220137,0.682873675040919,0.494686669786578
"glucose","TBFM","TBFM_58.2",-13.5627919636566,18.4128030453595,-0.736595722565707,0.461368236950981
"glucose","TBFM","TBFM_59.4",7.61219192023643,18.4128030453595,0.413418418775457,0.679300082244118
"glucose","TBFM","TBFM_6.6",-26.8652789321858,19.0073728208257,-1.41341358353062,0.157534153953506
"glucose","TBFM","TBFM_6.8",-19.9549373001835,19.0073728208182,-1.04985246979148,0.293785947125709
"glucose","TBFM","TBFM_61.9",13.7291067747761,18.4128030453595,0.745628285978773,0.455891991014305
